Id,SalePrice
1461,11.7015190125
1462,11.9395189285
1463,12.0540561676
1464,12.1699256897
1465,12.1783475876
1466,12.0472793579
1467,12.0643177032
1468,11.9697933197
1469,12.1783475876
1470,11.7095794678
1471,12.1230354309
1472,11.4819002151
1473,11.4819002151
1474,11.9615736008
1475,11.7463922501
1476,12.8316144943
1477,12.4331483841
1478,12.5397605896
1479,12.5257606506
1480,12.9897089005
1481,12.6572570801
1482,12.2222690582
1483,12.0557012558
1484,12.0472793579
1485,12.1212749481
1486,12.1783475876
1487,12.6572570801
1488,12.4016084671
1489,12.1783475876
1490,12.2347278595
1491,12.1783475876
1492,11.4583730698
1493,12.1699256897
1494,12.6070604324
1495,12.5787239075
1496,12.3571386337
1497,12.0727396011
1498,12.0854701996
1499,12.0301580429
1500,11.9187650681
1501,12.0540561676
1502,11.9697933197
1503,12.5397605896
1504,12.4016084671
1505,12.3146867752
1506,12.1212749481
1507,12.4016084671
1508,12.1783475876
1509,11.9697933197
1510,11.8884906769
1511,11.9187650681
1512,12.0301580429
1513,11.9105453491
1514,11.9697933197
1515,12.1213903427
1516,11.9697933197
1517,12.0301580429
1518,11.8104496002
1519,12.3074789047
1520,11.7996816635
1521,11.7996816635
1522,12.0472793579
1523,11.6787195206
1524,11.6968240738
1525,11.7095794678
1526,11.6891374588
1527,11.6167888641
1528,11.8108949661
1529,11.8884906769
1530,12.1418380737
1531,11.6167888641
1532,11.5209665298
1533,11.8826351166
1534,11.6968240738
1535,11.8941993713
1536,11.6691617966
1537,10.9805631638
1538,11.9566402435
1539,12.1213903427
1540,11.444355011
1541,11.8350801468
1542,11.8373165131
1543,12.1963376999
1544,11.4389400482
1545,11.5877666473
1546,11.7924432755
1547,11.8265485764
1548,11.8124189377
1549,11.7420530319
1550,11.8431720734
1551,11.6691617966
1552,11.8373165131
1553,11.8350801468
1554,11.6968240738
1555,11.9697933197
1556,11.4389400482
1557,11.5209665298
1558,11.4819002151
1559,11.0849742889
1560,11.8292245865
1561,11.7463922501
1562,11.7924432755
1563,11.6968240738
1564,11.9697933197
1565,11.8884906769
1566,12.3271455765
1567,11.3625545502
1568,12.2814102173
1569,11.7996816635
1570,11.837761879
1571,11.7015190125
1572,11.8431720734
1573,12.3762197495
1574,11.6887636185
1575,12.3253412247
1576,12.3758659363
1577,12.1298122406
1578,11.8884906769
1579,11.8431720734
1580,12.1699256897
1581,11.9187650681
1582,11.7747840881
1583,12.6289205551
1584,12.3146867752
1585,11.8373165131
1586,11.267077446
1587,11.5209665298
1588,11.9187650681
1589,11.4583730698
1590,11.8292245865
1591,11.4974393845
1592,11.6887636185
1593,11.7924432755
1594,11.7715959549
1595,11.6305589676
1596,12.3553342819
1597,12.1128530502
1598,12.2222690582
1599,12.0557012558
1600,11.9953365326
1601,11.0135726929
1602,11.6887636185
1603,11.1971416473
1604,12.46530056
1605,12.4122629166
1606,12.0385799408
1607,12.0471963882
1608,12.2222690582
1609,12.119550705
1610,11.8884906769
1611,11.8373165131
1612,12.0301580429
1613,12.0301580429
1614,11.7095794678
1615,11.4583730698
1616,11.3094701767
1617,11.4583730698
1618,11.8124189377
1619,11.8826351166
1620,11.9791297913
1621,11.8104496002
1622,11.8826351166
1623,12.4899263382
1624,12.268951416
1625,11.7214946747
1626,12.0557012558
1627,12.1783475876
1628,12.4974241257
1629,12.0540561676
1630,12.6787862778
1631,12.2222690582
1632,12.3499307632
1633,12.0624780655
1634,12.1128530502
1635,12.0540561676
1636,11.9697933197
1637,12.1128530502
1638,12.119550705
1639,12.1128530502
1640,12.4331483841
1641,12.0624780655
1642,12.3330879211
1643,12.3146867752
1644,12.3271455765
1645,12.1651964188
1646,11.9697933197
1647,11.9697933197
1648,11.8104496002
1649,11.8826351166
1650,11.6887636185
1651,11.6968240738
1652,11.4819002151
1653,11.5681648254
1654,11.9615736008
1655,11.8861074448
1656,11.8884906769
1657,11.9615736008
1658,11.9105453491
1659,11.8055372238
